Serial,Device_Type,first_seen_date,last_seen_date,total_days_observed,total_records,risk_score_current,risk_score_avg,risk_score_max,risk_score_min,risk_score_std,device_health_status,battery_current,battery_min,battery_max,battery_avg,battery_std,battery_readings_total,battery_readings_valid,battery_readings_negative,battery_readings_over100,battery_readings_nan,battery_data_quality_pct,battery_data_quality,expected_daily_drain,battery_drain_rate_per_day,drain_deviation,days_until_battery_critical,expected_battery_life_days,expected_battery_life_years,battery_low_days_count,battery_low_percentage,battery_warning_days_count,battery_drain_category,battery_data_issue,years_remaining,battery_health_category,risk_category,drain_category,days_since_last_comm,communication_status,not_communicating_7d,has_sensor_issue,projected_life_years,life_reduction_pct,remaining_life_category,less_than_10yr_life,is_slightly_draining,is_moderately_draining,is_fast_draining,is_critical_draining,needs_replacement_1year,needs_replacement_2year,schedule_replacement_3year,life_expectancy_category,estimated_days_remaining,critical_battery_30d,emergency_battery_7d,comm_risk_score,sensor_risk_score,battery_risk_score,drain_risk_score,overall_risk_score,priority_level
RE36191231,ZM1,2025-09-13,2025-10-13,30,30,99.4,99.337,99.4,99.27,0.0400129289450127,CRITICAL,61.64,61.64,61.64,61.64000000000002,2.1680689359681412e-14,30.0,30.0,0.0,0.0,0.0,100.0,GOOD,0.0273972602739726,0.001,-0.0263972602739726,41640.0,61640.0,168.87671232876713,0.0,0.0,0.0,Excellent (<0.01%/day),Normal,30.0,Good (60-80%),Low,Sensor Issue,0,Active (<24h),False,False,30.0,-200.0,SAFE (>2 years),False,False,False,False,False,False,False,False,Excellent (>12 years),61640.0,False,False,0,0,0,0,0.0,Normal
RE36191217,ZM1,2025-09-13,2025-10-13,30,30,99.4,99.337,99.4,99.27,0.0400129289450127,CRITICAL,66.86,66.86,66.86,66.85999999999997,2.890758581290855e-14,30.0,30.0,0.0,0.0,0.0,100.0,GOOD,0.0273972602739726,0.001,-0.0263972602739726,46860.0,66860.0,183.1780821917808,0.0,0.0,0.0,Excellent (<0.01%/day),Normal,30.0,Good (60-80%),Low,Sensor Issue,0,Active (<24h),False,False,30.0,-200.0,SAFE (>2 years),False,False,False,False,False,False,False,False,Excellent (>12 years),66860.0,False,False,0,0,0,0,0.0,Normal
RE36191186,ZM1,2025-09-13,2025-10-13,30,30,99.4,99.337,99.4,99.27,0.0400129289450127,CRITICAL,61.72,61.72,61.72,61.720000000000006,7.226896453227138e-15,30.0,30.0,0.0,0.0,0.0,100.0,GOOD,0.0273972602739726,0.001,-0.0263972602739726,41720.0,61720.0,169.0958904109589,0.0,0.0,0.0,Excellent (<0.01%/day),Normal,30.0,Good (60-80%),Low,Sensor Issue,0,Active (<24h),False,False,30.0,-200.0,SAFE (>2 years),False,False,False,False,False,False,False,False,Excellent (>12 years),61720.0,False,False,0,0,0,0,0.0,Normal
RE36191184,ZM1,2025-09-13,2025-10-13,30,30,99.4,99.337,99.4,99.27,0.0400129289450127,CRITICAL,63.14,63.14,63.14,63.14000000000002,2.1680689359681412e-14,30.0,30.0,0.0,0.0,0.0,100.0,GOOD,0.0273972602739726,0.001,-0.0263972602739726,43140.0,63140.0,172.986301369863,0.0,0.0,0.0,Excellent (<0.01%/day),Normal,30.0,Good (60-80%),Low,Sensor Issue,0,Active (<24h),False,False,30.0,-200.0,SAFE (>2 years),False,False,False,False,False,False,False,False,Excellent (>12 years),63140.0,False,False,0,0,0,0,0.0,Normal
RE36191200,ZM1,2025-09-13,2025-10-13,30,30,99.4,99.337,99.4,99.27,0.0400129289450127,CRITICAL,53.34,53.34,53.34,53.33999999999999,1.4453792906454277e-14,30.0,30.0,0.0,0.0,0.0,100.0,GOOD,0.0273972602739726,0.001,-0.0263972602739726,33340.0,53340.0,146.13698630136986,0.0,0.0,0.0,Excellent (<0.01%/day),Normal,30.0,Fair (40-60%),Low,Sensor Issue,0,Active (<24h),False,False,30.0,-200.0,SAFE (>2 years),False,False,False,False,False,False,False,False,Excellent (>12 years),53340.0,False,False,0,0,0,0,0.0,Normal
RE25190183,ZM1,2025-09-13,2025-10-13,30,30,99.4,99.337,99.4,99.27,0.0400129289450127,CRITICAL,51.65,51.65,51.65,51.65000000000001,1.4453792906454277e-14,30.0,30.0,0.0,0.0,0.0,100.0,GOOD,0.0273972602739726,0.001,-0.0263972602739726,31650.0,51650.0,141.5068493150685,0.0,0.0,0.0,Excellent (<0.01%/day),Normal,30.0,Fair (40-60%),Low,Sensor Issue,0,Active (<24h),False,False,30.0,-200.0,SAFE (>2 years),False,False,False,False,False,False,False,False,Excellent (>12 years),51650.0,False,False,0,0,0,0,0.0,Normal
RE25190181,ZM1,2025-09-13,2025-10-13,30,30,99.4,99.337,99.4,99.27,0.0400129289450127,CRITICAL,53.63,53.63,53.63,53.63000000000002,2.1680689359681412e-14,30.0,30.0,0.0,0.0,0.0,100.0,GOOD,0.0273972602739726,0.001,-0.0263972602739726,33630.0,53630.0,146.93150684931507,0.0,0.0,0.0,Excellent (<0.01%/day),Normal,30.0,Fair (40-60%),Low,Sensor Issue,0,Active (<24h),False,False,30.0,-200.0,SAFE (>2 years),False,False,False,False,False,False,False,False,Excellent (>12 years),53630.0,False,False,0,0,0,0,0.0,Normal
RE37190818,ZM1,2025-09-13,2025-10-13,30,30,99.4,99.337,99.4,99.27,0.0400129289450127,CRITICAL,68.32,68.32,68.32,68.31999999999998,1.4453792906454277e-14,30.0,30.0,0.0,0.0,0.0,100.0,GOOD,0.0273972602739726,0.001,-0.0263972602739726,48319.99999999999,68319.99999999999,187.1780821917808,0.0,0.0,0.0,Excellent (<0.01%/day),Normal,30.0,Good (60-80%),Low,Sensor Issue,0,Active (<24h),False,False,30.0,-200.0,SAFE (>2 years),False,False,False,False,False,False,False,False,Excellent (>12 years),68319.99999999999,False,False,0,0,0,0,0.0,Normal
RE25190174,ZM1,2025-09-13,2025-10-13,30,30,99.4,99.337,99.4,99.27,0.0400129289450127,CRITICAL,56.42,56.42,56.42,56.42000000000001,7.226896453227138e-15,30.0,30.0,0.0,0.0,0.0,100.0,GOOD,0.0273972602739726,0.001,-0.0263972602739726,36420.0,56420.0,154.57534246575344,0.0,0.0,0.0,Excellent (<0.01%/day),Normal,30.0,Fair (40-60%),Low,Sensor Issue,0,Active (<24h),False,False,30.0,-200.0,SAFE (>2 years),False,False,False,False,False,False,False,False,Excellent (>12 years),56420.0,False,False,0,0,0,0,0.0,Normal
RE25190163,ZM1,2025-09-13,2025-10-13,30,30,99.4,99.337,99.4,99.27,0.0400129289450127,CRITICAL,56.92,56.92,56.92,56.92000000000001,7.226896453227138e-15,30.0,30.0,0.0,0.0,0.0,100.0,GOOD,0.0273972602739726,0.001,-0.0263972602739726,36920.0,56920.0,155.94520547945206,0.0,0.0,0.0,Excellent (<0.01%/day),Normal,30.0,Fair (40-60%),Low,Sensor Issue,0,Active (<24h),False,False,30.0,-200.0,SAFE (>2 years),False,False,False,False,False,False,False,False,Excellent (>12 years),56920.0,False,False,0,0,0,0,0.0,Normal
RE24194068,ZM1,2025-09-13,2025-10-13,30,30,99.4,99.337,99.4,99.27,0.0400129289450127,CRITICAL,61.4,61.4,61.4,61.40000000000001,1.4453792906454277e-14,30.0,30.0,0.0,0.0,0.0,100.0,GOOD,0.0273972602739726,0.001,-0.0263972602739726,41400.0,61400.0,168.21917808219175,0.0,0.0,0.0,Excellent (<0.01%/day),Normal,30.0,Good (60-80%),Low,Sensor Issue,0,Active (<24h),False,False,30.0,-200.0,SAFE (>2 years),False,False,False,False,False,False,False,False,Excellent (>12 years),61400.0,False,False,0,0,0,0,0.0,Normal
RE37190738,ZM1,2025-09-13,2025-10-13,30,30,99.4,99.337,99.4,99.27,0.0400129289450127,CRITICAL,63.85,63.85,63.85,63.84999999999999,1.4453792906454277e-14,30.0,30.0,0.0,0.0,0.0,100.0,GOOD,0.0273972602739726,0.001,-0.0263972602739726,43850.0,63850.0,174.93150684931507,0.0,0.0,0.0,Excellent (<0.01%/day),Normal,30.0,Good (60-80%),Low,Sensor Issue,0,Active (<24h),False,False,30.0,-200.0,SAFE (>2 years),False,False,False,False,False,False,False,False,Excellent (>12 years),63850.0,False,False,0,0,0,0,0.0,Normal
RE24194048,ZM1,2025-09-13,2025-10-13,30,30,99.4,99.337,99.4,99.27,0.0400129289450127,CRITICAL,54.24,54.24,54.24,54.24,0.0,30.0,30.0,0.0,0.0,0.0,100.0,GOOD,0.0273972602739726,0.001,-0.0263972602739726,34240.0,54240.0,148.6027397260274,0.0,0.0,0.0,Excellent (<0.01%/day),Normal,30.0,Fair (40-60%),Low,Sensor Issue,0,Active (<24h),False,False,30.0,-200.0,SAFE (>2 years),False,False,False,False,False,False,False,False,Excellent (>12 years),54240.0,False,False,0,0,0,0,0.0,Normal
RE36191243,ZM1,2025-09-13,2025-10-13,30,30,99.4,99.337,99.4,99.27,0.0400129289450127,CRITICAL,61.2,61.2,61.2,61.20000000000002,1.4453792906454277e-14,30.0,30.0,0.0,0.0,0.0,100.0,GOOD,0.0273972602739726,0.001,-0.0263972602739726,41200.0,61200.0,167.67123287671234,0.0,0.0,0.0,Excellent (<0.01%/day),Normal,30.0,Good (60-80%),Low,Sensor Issue,0,Active (<24h),False,False,30.0,-200.0,SAFE (>2 years),False,False,False,False,False,False,False,False,Excellent (>12 years),61200.0,False,False,0,0,0,0,0.0,Normal
RE37190879,ZM1,2025-09-13,2025-10-13,30,30,99.4,99.337,99.4,99.27,0.0400129289450127,CRITICAL,55.35,55.35,55.35,55.34999999999999,1.4453792906454277e-14,30.0,30.0,0.0,0.0,0.0,100.0,GOOD,0.0273972602739726,0.001,-0.0263972602739726,35350.0,55350.0,151.64383561643837,0.0,0.0,0.0,Excellent (<0.01%/day),Normal,30.0,Fair (40-60%),Low,Sensor Issue,0,Active (<24h),False,False,30.0,-200.0,SAFE (>2 years),False,False,False,False,False,False,False,False,Excellent (>12 years),55350.0,False,False,0,0,0,0,0.0,Normal
RE25191265,ZM1,2025-09-13,2025-10-13,30,30,99.4,99.337,99.4,99.27,0.0400129289450127,CRITICAL,69.91,69.91,69.91,69.91000000000001,1.4453792906454277e-14,30.0,30.0,0.0,0.0,0.0,100.0,GOOD,0.0273972602739726,0.001,-0.0263972602739726,49909.99999999999,69910.0,191.53424657534248,0.0,0.0,0.0,Excellent (<0.01%/day),Normal,30.0,Good (60-80%),Low,Sensor Issue,0,Active (<24h),False,False,30.0,-200.0,SAFE (>2 years),False,False,False,False,False,False,False,False,Excellent (>12 years),69910.0,False,False,0,0,0,0,0.0,Normal
RE24190352,ZM1,2025-09-13,2025-10-13,30,30,99.4,99.337,99.4,99.27,0.0400129289450127,CRITICAL,47.43,47.43,47.43,47.430000000000014,1.4453792906454277e-14,30.0,30.0,0.0,0.0,0.0,100.0,GOOD,0.0273972602739726,0.001,-0.0263972602739726,27430.0,47430.0,129.94520547945206,0.0,0.0,0.0,Excellent (<0.01%/day),Normal,30.0,Fair (40-60%),Low,Sensor Issue,0,Active (<24h),False,False,30.0,-200.0,SAFE (>2 years),False,False,False,False,False,False,False,False,Excellent (>12 years),47430.0,False,False,0,0,40,0,12.0,Normal
RE36191233,ZM1,2025-09-13,2025-10-13,30,30,99.4,99.337,99.4,99.27,0.0400129289450127,CRITICAL,54.11,54.11,54.11,54.10999999999998,2.1680689359681412e-14,30.0,30.0,0.0,0.0,0.0,100.0,GOOD,0.0273972602739726,0.001,-0.0263972602739726,34110.0,54110.0,148.24657534246575,0.0,0.0,0.0,Excellent (<0.01%/day),Normal,30.0,Fair (40-60%),Low,Sensor Issue,0,Active (<24h),False,False,30.0,-200.0,SAFE (>2 years),False,False,False,False,False,False,False,False,Excellent (>12 years),54110.0,False,False,0,0,0,0,0.0,Normal
RE24194043,ZM1,2025-09-13,2025-10-13,30,30,99.4,99.337,99.4,99.27,0.0400129289450127,CRITICAL,57.06,57.06,57.06,57.05999999999999,1.4453792906454277e-14,30.0,30.0,0.0,0.0,0.0,100.0,GOOD,0.0273972602739726,0.001,-0.0263972602739726,37060.0,57060.0,156.32876712328766,0.0,0.0,0.0,Excellent (<0.01%/day),Normal,30.0,Fair (40-60%),Low,Sensor Issue,0,Active (<24h),False,False,30.0,-200.0,SAFE (>2 years),False,False,False,False,False,False,False,False,Excellent (>12 years),57060.0,False,False,0,0,0,0,0.0,Normal
RE24194041,ZM1,2025-09-13,2025-10-13,30,30,99.4,99.337,99.4,99.27,0.0400129289450127,CRITICAL,58.4,58.4,58.4,58.40000000000001,1.4453792906454277e-14,30.0,30.0,0.0,0.0,0.0,100.0,GOOD,0.0273972602739726,0.001,-0.0263972602739726,38400.0,58400.0,160.0,0.0,0.0,0.0,Excellent (<0.01%/day),Normal,30.0,Fair (40-60%),Low,Sensor Issue,0,Active (<24h),False,False,30.0,-200.0,SAFE (>2 years),False,False,False,False,False,False,False,False,Excellent (>12 years),58400.0,False,False,0,0,0,0,0.0,Normal
RE24194025,ZM1,2025-09-13,2025-10-13,30,30,99.4,99.337,99.4,99.27,0.0400129289450127,CRITICAL,61.41,61.41,61.41,61.41000000000001,1.4453792906454277e-14,30.0,30.0,0.0,0.0,0.0,100.0,GOOD,0.0273972602739726,0.001,-0.0263972602739726,41409.99999999999,61409.99999999999,168.24657534246575,0.0,0.0,0.0,Excellent (<0.01%/day),Normal,30.0,Good (60-80%),Low,Sensor Issue,0,Active (<24h),False,False,30.0,-200.0,SAFE (>2 years),False,False,False,False,False,False,False,False,Excellent (>12 years),61409.99999999999,False,False,0,0,0,0,0.0,Normal
RE24194024,ZM1,2025-09-13,2025-10-13,30,30,99.4,99.337,99.4,99.27,0.0400129289450127,CRITICAL,61.56,61.56,61.56,61.55999999999999,1.4453792906454277e-14,30.0,30.0,0.0,0.0,0.0,100.0,GOOD,0.0273972602739726,0.001,-0.0263972602739726,41560.0,61560.0,168.65753424657535,0.0,0.0,0.0,Excellent (<0.01%/day),Normal,30.0,Good (60-80%),Low,Sensor Issue,0,Active (<24h),False,False,30.0,-200.0,SAFE (>2 years),False,False,False,False,False,False,False,False,Excellent (>12 years),61560.0,False,False,0,0,0,0,0.0,Normal
RE25190160,ZM1,2025-09-13,2025-10-13,30,30,99.4,99.337,99.4,99.27,0.0400129289450127,CRITICAL,51.66,51.66,51.66,51.66000000000001,1.4453792906454277e-14,30.0,30.0,0.0,0.0,0.0,100.0,GOOD,0.0273972602739726,0.001,-0.0263972602739726,31660.0,51659.99999999999,141.53424657534245,0.0,0.0,0.0,Excellent (<0.01%/day),Normal,30.0,Fair (40-60%),Low,Sensor Issue,0,Active (<24h),False,False,30.0,-200.0,SAFE (>2 years),False,False,False,False,False,False,False,False,Excellent (>12 years),51659.99999999999,False,False,0,0,0,0,0.0,Normal
RE24194002,ZM1,2025-09-13,2025-10-13,30,30,99.4,99.337,99.4,99.27,0.0400129289450127,CRITICAL,56.46,56.46,56.46,56.46000000000001,7.226896453227138e-15,30.0,30.0,0.0,0.0,0.0,100.0,GOOD,0.0273972602739726,0.001,-0.0263972602739726,36460.0,56460.0,154.68493150684932,0.0,0.0,0.0,Excellent (<0.01%/day),Normal,30.0,Fair (40-60%),Low,Sensor Issue,0,Active (<24h),False,False,30.0,-200.0,SAFE (>2 years),False,False,False,False,False,False,False,False,Excellent (>12 years),56460.0,False,False,0,0,0,0,0.0,Normal
RE24194047,ZM1,2025-09-13,2025-10-13,30,30,99.4,99.337,99.4,99.27,0.0400129289450127,CRITICAL,54.85,54.85,54.85,54.84999999999999,1.4453792906454277e-14,30.0,30.0,0.0,0.0,0.0,100.0,GOOD,0.0273972602739726,0.001,-0.0263972602739726,34850.0,54850.0,150.27397260273972,0.0,0.0,0.0,Excellent (<0.01%/day),Normal,30.0,Fair (40-60%),Low,Sensor Issue,0,Active (<24h),False,False,30.0,-200.0,SAFE (>2 years),False,False,False,False,False,False,False,False,Excellent (>12 years),54850.0,False,False,0,0,0,0,0.0,Normal
RE24194044,ZM1,2025-09-13,2025-10-13,30,30,99.4,99.337,99.4,99.27,0.0400129289450127,CRITICAL,57.31,57.31,57.31,57.30999999999999,1.4453792906454277e-14,30.0,30.0,0.0,0.0,0.0,100.0,GOOD,0.0273972602739726,0.001,-0.0263972602739726,37310.0,57310.0,157.013698630137,0.0,0.0,0.0,Excellent (<0.01%/day),Normal,30.0,Fair (40-60%),Low,Sensor Issue,0,Active (<24h),False,False,30.0,-200.0,SAFE (>2 years),False,False,False,False,False,False,False,False,Excellent (>12 years),57310.0,False,False,0,0,0,0,0.0,Normal
RE37190857,ZM1,2025-09-13,2025-10-13,30,30,99.4,99.337,99.4,99.27,0.0400129289450127,CRITICAL,60.12,60.12,60.12,60.119999999999976,2.1680689359681412e-14,30.0,30.0,0.0,0.0,0.0,100.0,GOOD,0.0273972602739726,0.001,-0.0263972602739726,40120.0,60119.99999999999,164.71232876712327,0.0,0.0,0.0,Excellent (<0.01%/day),Normal,30.0,Good (60-80%),Low,Sensor Issue,0,Active (<24h),False,False,30.0,-200.0,SAFE (>2 years),False,False,False,False,False,False,False,False,Excellent (>12 years),60119.99999999999,False,False,0,0,0,0,0.0,Normal
RE37190835,ZM1,2025-09-13,2025-10-13,30,30,99.4,99.337,99.4,99.27,0.0400129289450127,CRITICAL,68.7,68.7,68.7,68.70000000000002,1.4453792906454277e-14,30.0,30.0,0.0,0.0,0.0,100.0,GOOD,0.0273972602739726,0.001,-0.0263972602739726,48700.0,68700.0,188.21917808219175,0.0,0.0,0.0,Excellent (<0.01%/day),Normal,30.0,Good (60-80%),Low,Sensor Issue,0,Active (<24h),False,False,30.0,-200.0,SAFE (>2 years),False,False,False,False,False,False,False,False,Excellent (>12 years),68700.0,False,False,0,0,0,0,0.0,Normal
RE24190320,ZM1,2025-09-13,2025-10-13,30,30,99.4,99.337,99.4,99.27,0.0400129289450127,CRITICAL,60.12,60.12,60.12,60.119999999999976,2.1680689359681412e-14,30.0,30.0,0.0,0.0,0.0,100.0,GOOD,0.0273972602739726,0.001,-0.0263972602739726,40120.0,60119.99999999999,164.71232876712327,0.0,0.0,0.0,Excellent (<0.01%/day),Normal,30.0,Good (60-80%),Low,Sensor Issue,0,Active (<24h),False,False,30.0,-200.0,SAFE (>2 years),False,False,False,False,False,False,False,False,Excellent (>12 years),60119.99999999999,False,False,0,0,0,0,0.0,Normal
RE24190389,ZM1,2025-09-13,2025-10-13,30,30,99.4,99.337,99.4,99.27,0.0400129289450127,CRITICAL,50.33,50.33,50.33,50.32999999999999,7.226896453227138e-15,30.0,30.0,0.0,0.0,0.0,100.0,GOOD,0.0273972602739726,0.001,-0.0263972602739726,30330.0,50330.0,137.8904109589041,0.0,0.0,0.0,Excellent (<0.01%/day),Normal,30.0,Fair (40-60%),Low,Sensor Issue,0,Active (<24h),False,False,30.0,-200.0,SAFE (>2 years),False,False,False,False,False,False,False,False,Excellent (>12 years),50330.0,False,False,0,0,0,0,0.0,Normal
RE24190375,ZM1,2025-09-13,2025-10-13,30,30,99.4,99.337,99.4,99.27,0.0400129289450127,CRITICAL,48.39,48.39,48.39,48.39000000000002,2.1680689359681412e-14,30.0,30.0,0.0,0.0,0.0,100.0,GOOD,0.0273972602739726,0.001,-0.0263972602739726,28390.0,48390.0,132.57534246575344,0.0,0.0,0.0,Excellent (<0.01%/day),Normal,30.0,Fair (40-60%),Low,Sensor Issue,0,Active (<24h),False,False,30.0,-200.0,SAFE (>2 years),False,False,False,False,False,False,False,False,Excellent (>12 years),48390.0,False,False,0,0,40,0,12.0,Normal
RE24190270,ZM1,2025-09-13,2025-10-13,30,30,99.4,99.337,99.4,99.27,0.0400129289450127,CRITICAL,49.4,49.4,49.4,49.40000000000001,1.4453792906454277e-14,30.0,30.0,0.0,0.0,0.0,100.0,GOOD,0.0273972602739726,0.001,-0.0263972602739726,29400.0,49400.0,135.34246575342465,0.0,0.0,0.0,Excellent (<0.01%/day),Normal,30.0,Fair (40-60%),Low,Sensor Issue,0,Active (<24h),False,False,30.0,-200.0,SAFE (>2 years),False,False,False,False,False,False,False,False,Excellent (>12 years),49400.0,False,False,0,0,40,0,12.0,Normal
RE24190430,ZM1,2025-09-13,2025-10-13,30,30,99.4,99.337,99.4,99.27,0.0400129289450127,CRITICAL,55.5,55.5,55.5,55.5,0.0,30.0,30.0,0.0,0.0,0.0,100.0,GOOD,0.0273972602739726,0.001,-0.0263972602739726,35500.0,55500.0,152.05479452054794,0.0,0.0,0.0,Excellent (<0.01%/day),Normal,30.0,Fair (40-60%),Low,Sensor Issue,0,Active (<24h),False,False,30.0,-200.0,SAFE (>2 years),False,False,False,False,False,False,False,False,Excellent (>12 years),55500.0,False,False,0,0,0,0,0.0,Normal
RE24190338,ZM1,2025-09-13,2025-10-13,30,30,99.4,99.337,99.4,99.27,0.0400129289450127,CRITICAL,53.42,53.42,53.42,53.42000000000001,7.226896453227138e-15,30.0,30.0,0.0,0.0,0.0,100.0,GOOD,0.0273972602739726,0.001,-0.0263972602739726,33420.0,53420.0,146.35616438356163,0.0,0.0,0.0,Excellent (<0.01%/day),Normal,30.0,Fair (40-60%),Low,Sensor Issue,0,Active (<24h),False,False,30.0,-200.0,SAFE (>2 years),False,False,False,False,False,False,False,False,Excellent (>12 years),53420.0,False,False,0,0,0,0,0.0,Normal
RE24190408,ZM1,2025-09-13,2025-10-13,30,30,99.4,99.337,99.4,99.27,0.0400129289450127,CRITICAL,60.0,60.0,60.0,60.0,0.0,30.0,30.0,0.0,0.0,0.0,100.0,GOOD,0.0273972602739726,0.001,-0.0263972602739726,40000.0,60000.0,164.3835616438356,0.0,0.0,0.0,Excellent (<0.01%/day),Normal,30.0,Fair (40-60%),Low,Sensor Issue,0,Active (<24h),False,False,30.0,-200.0,SAFE (>2 years),False,False,False,False,False,False,False,False,Excellent (>12 years),60000.0,False,False,0,0,0,0,0.0,Normal
RE25191277,ZM1,2025-09-13,2025-10-13,30,30,99.4,99.337,99.4,99.27,0.0400129289450127,CRITICAL,61.64,61.64,61.64,61.64000000000002,2.1680689359681412e-14,30.0,30.0,0.0,0.0,0.0,100.0,GOOD,0.0273972602739726,0.001,-0.0263972602739726,41640.0,61640.0,168.87671232876713,0.0,0.0,0.0,Excellent (<0.01%/day),Normal,30.0,Good (60-80%),Low,Sensor Issue,0,Active (<24h),False,False,30.0,-200.0,SAFE (>2 years),False,False,False,False,False,False,False,False,Excellent (>12 years),61640.0,False,False,0,0,0,0,0.0,Normal
RE25191276,ZM1,2025-09-13,2025-10-13,30,30,99.4,99.337,99.4,99.27,0.0400129289450127,CRITICAL,60.85,60.85,60.85,60.84999999999999,1.4453792906454277e-14,30.0,30.0,0.0,0.0,0.0,100.0,GOOD,0.0273972602739726,0.001,-0.0263972602739726,40850.0,60850.0,166.7123287671233,0.0,0.0,0.0,Excellent (<0.01%/day),Normal,30.0,Good (60-80%),Low,Sensor Issue,0,Active (<24h),False,False,30.0,-200.0,SAFE (>2 years),False,False,False,False,False,False,False,False,Excellent (>12 years),60850.0,False,False,0,0,0,0,0.0,Normal
RE25191274,ZM1,2025-09-13,2025-10-13,30,30,99.4,99.337,99.4,99.27,0.0400129289450127,CRITICAL,57.32,57.32,57.32,57.31999999999999,1.4453792906454277e-14,30.0,30.0,0.0,0.0,0.0,100.0,GOOD,0.0273972602739726,0.001,-0.0263972602739726,37320.0,57320.0,157.04109589041096,0.0,0.0,0.0,Excellent (<0.01%/day),Normal,30.0,Fair (40-60%),Low,Sensor Issue,0,Active (<24h),False,False,30.0,-200.0,SAFE (>2 years),False,False,False,False,False,False,False,False,Excellent (>12 years),57320.0,False,False,0,0,0,0,0.0,Normal
RE25191268,ZM1,2025-09-13,2025-10-13,30,30,99.4,99.337,99.4,99.27,0.0400129289450127,CRITICAL,60.89,60.89,60.89,60.89000000000002,2.1680689359681412e-14,30.0,30.0,0.0,0.0,0.0,100.0,GOOD,0.0273972602739726,0.001,-0.0263972602739726,40890.0,60890.0,166.82191780821918,0.0,0.0,0.0,Excellent (<0.01%/day),Normal,30.0,Good (60-80%),Low,Sensor Issue,0,Active (<24h),False,False,30.0,-200.0,SAFE (>2 years),False,False,False,False,False,False,False,False,Excellent (>12 years),60890.0,False,False,0,0,0,0,0.0,Normal
RE24190368,ZM1,2025-09-13,2025-10-13,30,30,99.4,99.337,99.4,99.27,0.0400129289450127,CRITICAL,57.31,57.31,57.31,57.30999999999999,1.4453792906454277e-14,30.0,30.0,0.0,0.0,0.0,100.0,GOOD,0.0273972602739726,0.001,-0.0263972602739726,37310.0,57310.0,157.013698630137,0.0,0.0,0.0,Excellent (<0.01%/day),Normal,30.0,Fair (40-60%),Low,Sensor Issue,0,Active (<24h),False,False,30.0,-200.0,SAFE (>2 years),False,False,False,False,False,False,False,False,Excellent (>12 years),57310.0,False,False,0,0,0,0,0.0,Normal
RE24190286,ZM1,2025-09-13,2025-10-13,30,30,99.4,99.337,99.4,99.27,0.0400129289450127,CRITICAL,52.28,52.28,52.28,52.28,7.226896453227138e-15,30.0,30.0,0.0,0.0,0.0,100.0,GOOD,0.0273972602739726,0.001,-0.0263972602739726,32280.0,52280.0,143.23287671232876,0.0,0.0,0.0,Excellent (<0.01%/day),Normal,30.0,Fair (40-60%),Low,Sensor Issue,0,Active (<24h),False,False,30.0,-200.0,SAFE (>2 years),False,False,False,False,False,False,False,False,Excellent (>12 years),52280.0,False,False,0,0,0,0,0.0,Normal
RE24190425,ZM1,2025-09-13,2025-10-13,30,30,99.4,99.337,99.4,99.27,0.0400129289450127,CRITICAL,55.52,55.52,55.52,55.52,7.226896453227138e-15,30.0,30.0,0.0,0.0,0.0,100.0,GOOD,0.0273972602739726,0.001,-0.0263972602739726,35520.0,55520.0,152.1095890410959,0.0,0.0,0.0,Excellent (<0.01%/day),Normal,30.0,Fair (40-60%),Low,Sensor Issue,0,Active (<24h),False,False,30.0,-200.0,SAFE (>2 years),False,False,False,False,False,False,False,False,Excellent (>12 years),55520.0,False,False,0,0,0,0,0.0,Normal
RE24190414,ZM1,2025-09-13,2025-10-13,30,30,99.4,99.337,99.4,99.27,0.0400129289450127,CRITICAL,54.74,54.74,54.74,54.74,0.0,30.0,30.0,0.0,0.0,0.0,100.0,GOOD,0.0273972602739726,0.001,-0.0263972602739726,34740.0,54740.0,149.97260273972603,0.0,0.0,0.0,Excellent (<0.01%/day),Normal,30.0,Fair (40-60%),Low,Sensor Issue,0,Active (<24h),False,False,30.0,-200.0,SAFE (>2 years),False,False,False,False,False,False,False,False,Excellent (>12 years),54740.0,False,False,0,0,0,0,0.0,Normal
RE24190369,ZM1,2025-09-13,2025-10-13,30,30,99.4,99.337,99.4,99.27,0.0400129289450127,CRITICAL,59.86,59.86,59.86,59.85999999999998,2.1680689359681412e-14,30.0,30.0,0.0,0.0,0.0,100.0,GOOD,0.0273972602739726,0.001,-0.0263972602739726,39860.0,59860.0,164.0,0.0,0.0,0.0,Excellent (<0.01%/day),Normal,30.0,Fair (40-60%),Low,Sensor Issue,0,Active (<24h),False,False,30.0,-200.0,SAFE (>2 years),False,False,False,False,False,False,False,False,Excellent (>12 years),59860.0,False,False,0,0,0,0,0.0,Normal
RE25191262,ZM1,2025-09-13,2025-10-13,30,30,98.65,97.75366666666667,98.65,96.88,0.5436941542203062,CRITICAL,52.83,52.83,52.83,52.82999999999999,7.226896453227138e-15,30.0,30.0,0.0,0.0,0.0,100.0,GOOD,0.0273972602739726,0.001,-0.0263972602739726,32830.0,52830.0,144.73972602739727,0.0,0.0,0.0,Excellent (<0.01%/day),Normal,30.0,Fair (40-60%),Low,Sensor Issue,0,Active (<24h),False,False,30.0,-200.0,SAFE (>2 years),False,False,False,False,False,False,False,False,Excellent (>12 years),52830.0,False,False,0,0,0,0,0.0,Normal
